name,category,ratings,reviews,tags,url,stars,desc,parent,flavor
Tahoe Hydro Champagne,Hybrid,0,0,"energetic, euphoric, happy, talkative, uplifted, dry-mouth, citrus, earthy, flowery, lime, pine, depression, fatigue, stress.",https://www.leafly.com/Hybrid/tahoe-hydro-champagne,NA,"Tahoe Hydro Champagne is a complex sativa-dominant hybrid that challenges the palate while going easy on the body. With a refined melange of fruit, cheese, and floral undertones, this strain opens up like aged spirits and caresses the body with soothing effects. It is ideal for social gatherings, lending a conversational clarity to the mind and comforting relaxation to the body. Tahoe Hydro Champagne is a Jesus OG phenotype cultivated by Tahoe Hydroponic Company.",.,"Citrus, Earthy, Flowery."
Tahoe Hydro OG,Hybrid,12,7,"relaxed, euphoric, tingly, talkative, creative, pungent, earthy, diesel, pine, lemon, stress, pain, depression, eye-pressure, muscle-spasms, addadhd, anxiety, bipolar-disorder, hypertension, tourettes-syndrome.",https://www.leafly.com/Hybrid/tahoe-hydro-og,4.75,"Tahoe Hydro OG by Tahoe Hydroponic Company, which won the 2016 Jack Herer Cup for Best Indica Flower, is a rich cross of Tahoe OG and OG #18. This strain has a distinct aroma of lemon and fuel with complex earthy notes on the exhale. It is ideal after-hours, saddling the consumer with heavy limbs and deep relaxation. A potent indica, Tahoe Hydro OG works wonders on chronic pain, nausea, and restlessness.","Tahoe OG Kush, OG #18.","Pungent, Earthy, Diesel."
Tahoe OG Kush,Hybrid,1075,747,"relaxed, happy, sleepy, euphoric, uplifted, dry-mouth, dry-eyes, dizzy, paranoid, anxious, earthy, pine, woody, pungent, lemon, stress, pain, insomnia, depression, lack-of-appetite, anxiety, ptsd, addadhd, migraines, arthritis.",https://www.leafly.com/Hybrid/tahoe-og,4.39,"Tahoe OG is the perfect rainy day strain. Strong and fast-acting, you may not want to use this strain when you’re planning to leave the house. Great for those suffering from insomnia, pain, or lack of appetite, Tahoe OG has made a name for itself among other indicas. A top nighttime strain, it provides an extremely lazy, heavy body sensation. Due to superb breeding, Tahoe OG embodies all of the typical indica effects with an added euphoric, sativa-like kick. This strain features an earthy, lemon taste, and is a phenotype of OG Kush. Maturing at around 10 weeks, Tahoe OG is a must-try for those looking for a great night’s sleep.","OG Kush, SFV OG Kush.","Earthy, Pine, Woody."
Taliban Poison,Indica,4,4,"hungry, aroused, giggly, happy, relaxed, dizzy, dry-mouth, headache, paranoid, diesel, pine, skunk, tar, cramps, depression, muscle-spasms, nausea, pain, anxiety, addadhd, bipolar-disorder, migraines, pms.",https://www.leafly.com/Indica/taliban-poison,4,,.,"Diesel, Pine, Skunk."
Tangelo,Hybrid,5,2,"energetic, euphoric, focused, happy, uplifted, citrus, earthy, orange, sweet, tropical, depression, fatigue, inflammation, stress, pain, anxiety, bipolar-disorder, migraines, addadhd, hypertension.",https://www.leafly.com/Hybrid/tangelo,4.4,"Tangelo (not to be confused with Tangelo Kush) is the sour citrus offspring of Tangerine Sunrise and Gorkle (The Fork x Rebel God Smoke). With obvious notes of tropical fruit and an unmistakable tangerine/orange juice aroma, Tangelo offers bright, pleasurable aromas and flavors worth sharing. This strain is especially useful for consumers seeking to nullify stress and fatigue while remaining fairly focused on the task at hand. Lovingly handcraft by Colorado Seed Inc., enjoy Tangelo’s physical and mental enhancement during the daytime to maximize its stimulation.",Tangerine Sunrise.,"Citrus, Earthy, Orange."
Tangelo Kush,Hybrid,7,6,"relaxed, sleepy, hungry, dry-mouth, tingly, citrus, lemon, grapefruit, orange, earthy, anxiety, addadhd, bipolar-disorder.",https://www.leafly.com/Hybrid/tangelo-kush,4.145,"A tangelo is a hybrid fruit that crosses the sweetness of a tangerine with the size and tartness of a pomelo (or grapefruit). So, it makes sense that Tangelo Kush, a tangy citrus hybrid, would be the cannabis equivalent. Chemdawg and Bermese Kush combine their unique and flavorful properties to turn Tangelo Kush into a delicious mixture of skunky, sour citrus zest that emphasizes flavor over potency. When ground into shake the diesel lemon musk is intensified and produces a smoke that is a sweet mix of sour and earthy notes when exhaled. The effects of Tangelo Kush go straight to your head and provide a relaxing solution to anxiety, depression, and can be a great way to stimulate your appetite.","Chemdawg, Burmese Kush.","Citrus, Lemon, Grapefruit."
Tangenesia,Hybrid,0,0,.,https://www.leafly.com/Hybrid/tangenesia,NA,"Tangenesia is a heady bud crafted from even headier parent strains, Tangerine Haze and Ghiesel Amnesia Haze. This strain is a rare gathering of sweet sativa-dominant elements that offer cerebral clarity cloaked in a hazy aura, making it ideal for zoning out on repetitive tasks or binge watching television. The aroma is that of fruit and herbs with a pleasant sweetness on the exhale. Utilize Tangenesia to combat fatigue, stress, and depression.",.,.
Tangerine,Hybrid,173,111,"happy, uplifted, energetic, euphoric, creative, paranoid, dry-mouth, dry-eyes, anxious, headache, citrus, orange, sweet, tropical, earthy, stress, depression, pain, inflammation, fatigue, bipolar-disorder, anxiety, addadhd, migraines, ptsd.",https://www.leafly.com/Hybrid/tangerine,4.185,"Tangerine is a sativa-dominant hybrid, a 4th generation daughter of Ch9 Aroma. The fruity tangerine aroma is accompanied with notes of mango and pineapple. Indoor or outdoor grows can expect flowers between 7 and 8 weeks.",.,"Citrus, Orange, Sweet."
Tangerine Dream,Hybrid,755,516,"happy, uplifted, relaxed, euphoric, energetic, dry-mouth, dry-eyes, dizzy, anxious, paranoid, citrus, orange, sweet, earthy, tropical, stress, depression, pain, fatigue, inflammation, anxiety, ptsd, migraines, arthritis, addadhd.",https://www.leafly.com/Hybrid/tangerine-dream,4.285,"This winner of the 2010 Cannabis Cup was created by the illustrious Barney’s Farm. A strain for connoisseurs, Tangerine Dream is the hybrid daughter of G13, Afghani, and Neville's A5 Haze. Its ability to knock out pain while increasing energy is what makes Tangerine Dream so special. While too much Tangerine Dream may leave you stuck on the couch, this strain was handcrafted to meet the demands of working medical patients. Uplifting and euphoric, it provides users with mental clarity while deeply relaxing muscles. Tangerine Dream typically flowers in 8 to 10 weeks and features a citrusy aroma.","G13, Afghani, Neville's Haze.","Citrus, Orange, Sweet."
Tangerine Haze,Hybrid,190,130,"happy, uplifted, energetic, focused, euphoric, dry-mouth, anxious, dizzy, headache, dry-eyes, citrus, orange, sweet, tropical, lemon, depression, stress, fatigue, headaches, lack-of-appetite, anxiety, addadhd, migraines, gastrointestinal-disorder, ptsd.",https://www.leafly.com/Hybrid/tangerine-haze,4.435,"Tangerine Haze is a sativa-dominant hybrid that is treasured for its distinct citrus smell and taste. This clone-only sativa originated in the Netherlands with the union of G13 Haze and NYC Diesel, and since then its popularity has spread to Canada, Colorado, and the West Coast. The zesty tangerine aroma accented with floral notes may be the hallmark of this strain, but its elevating, stress-relieving effects are also cherished by patients and recreational consumers. Tangerine Haze is a top-choice for daytime enjoyment, as its effects stimulate the mind and allow functionality. Growers recommend a 65-day flowering period for Tangerine Haze, when its citrus flavor peaks.","G13 Haze, NYC Diesel.","Citrus, Orange, Sweet."
Tangerine Kush,Indica,201,137,"relaxed, happy, sleepy, uplifted, euphoric, dry-mouth, paranoid, headache, dry-eyes, dizzy, citrus, sweet, orange, tropical, lemon, stress, insomnia, pain, headaches, depression, anxiety, bipolar-disorder, ptsd, epilepsy, addadhd.",https://www.leafly.com/Indica/tangerine-kush,4.02,"Tangerine Kush embodies the California sunshine. This cannabis strain got its name for both its citrusy flavor and its halo of bright orange hairs covering the bud. While the effects of this indica are particularly short-lasting, Tangerine Kush is potent with a quick onset. Providing consumers with a happy, body-heavy sensation, this strain is great for those looking for a lazy day at the beach. Tangerine Kush’s effects are felt more in the head than many other indicas. Upon first taste, consumers may feel uplifted and energized. After a few minutes, however, a heavy, lazy sensation kicks in. If you’re looking for a strain to help you relax, Tangerine Kush may be worth a try.","Tangerine Haze, Rare Dankness #1.","Citrus, Sweet, Orange."
Tangerine Man,Sativa,15,14,"euphoric, energetic, uplifted, hungry, happy, citrus, orange, grapefruit, sweet, tropical, stress, depression, pain, fatigue, insomnia, addadhd, pms.",https://www.leafly.com/Sativa/tangerine-man,4.8,"From Leafs by Snoop comes Tangerine Man, a sativa-dominant hybrid that is perhaps the best of his new strains. With a citrus aroma and trichome-coated buds, expect a nice pick-me-up that pairs wonderfully with daytime physical activity.",.,"Citrus, Orange, Grapefruit."
Tangerine Power,Hybrid,72,56,"relaxed, happy, euphoric, uplifted, creative, dry-mouth, citrus, orange, sweet, tropical, earthy, pain, stress, cramps, depression, headaches, pms, addadhd, anxiety, ptsd, arthritis.",https://www.leafly.com/Hybrid/tangerine-power,4.47,"Tangerine Power is a hybrid strain by Sin City Seeds that combines Agent Orange and Blue Power. As one might expect, Tangerine Power carries an unmistakable citrus aroma inherited from the Agent Orange parent. However, this hybrid takes after Blue Power in its paralyzing euphoria and full-body relaxation that trickles over both mind and body.","Agent Orange, Blue Power.","Citrus, Orange, Sweet."
Tangerine Sunrise,Sativa,4,3,"creative, euphoric, happy, relaxed, uplifted, citrus, flowery, pungent, sage, sweet, depression, headaches, insomnia, muscle-spasms, pain, addadhd, alzheimers, anorexia, anxiety, arthritis.",https://www.leafly.com/Sativa/tangerine-sunrise,5,"Tangerine Sunrise is easily Colorado Seed Inc.’s most popular strain. It was listed as one of The Ten Best Marijuana Strains of 2014 in the Westerword and has only grown more popular since. With an outstanding aroma that has been described as freshly squeezed orange juice with just a touch of Haze muskiness, Tangerine Sunrise shines even before combustion. Its effects are kind to the body and light on the mind, eliciting a clearheaded mental buzz with positive euphoria. This all-day flower is deep green with red, rusty pistils. Its genetic lineage is Hawaiian Sunrise crossed with Tangenesia (Ghiesel Amnesia Haze x Tangerine Haze).",.,"Citrus, Flowery, Pungent."
Tangie,Sativa,642,484,"happy, uplifted, euphoric, energetic, creative, dry-mouth, dry-eyes, dizzy, headache, anxious, citrus, orange, sweet, tropical, pungent, stress, depression, fatigue, pain, headaches, anxiety, addadhd, ptsd, migraines, arthritis.",https://www.leafly.com/Sativa/tangie,4.49,"Tangie is another fantastic offering from DNA Genetics in Amsterdam that has quickly gained popularity in its home and is spreading elsewhere. This strain is a remake of sorts of the popular version of Tangerine Dream that was sought-after in the 1990s. The genetics on this strain are a cross of California Orange and a Skunk hybrid, and its citrus heritage is the most evident in its refreshing tangerine aroma. As a plant, Tangie grows best outside, producing sticky buds that provide euphoric yet relaxed effects.",California Orange.,"Citrus, Orange, Sweet."
Tangie Dream,Hybrid,8,4,"creative, focused, happy, tingly, uplifted, citrus, orange, sweet, tropical, grapefruit, eye-pressure.",https://www.leafly.com/Hybrid/tangie-dream,4.875,"Tangie Dream is a sativa-dominant hybrid strain that reeks of orange peel and rock candy. The strain’s overall sweetness permeates the flavor, leaving consumers with a subtle tartness on the exhale. Enjoy Tangie Dream throughout the day to elevate mood and stimulate the imagination. This strain can be motivating in smaller doses, but it has a tendency to insulate the consumer in an whimsical euphoria with continuous use.","Blue Dream, Tangie.","Citrus, Orange, Sweet."
Tangier Chilly,Hybrid,0,0,"creative, energetic, giggly, happy, talkative, citrus, orange, pine.",https://www.leafly.com/Hybrid/tangier-chilly,NA,"Tangier Chilly by Mr. Mack’s Snacks is an homage to Chilly Mack himself and the home of the tangerine. By blending Tangie x Larry OG x Pakistani, Mr. Mack emphasizes a euphoric Kush undertone with sweet citrus terpenes. The buzz is happy and lighthearted while being kind to the body. Mr. Mack swears by the stress-relieving and anxiolytics qualities of this strain. Enjoy Tangier Chilly and its indica-dominant hybrid effects throughout the day for an enjoyable, functional buzz.","Tangie, Larry OG.","Citrus, Orange, Pine."
Tangilope,Sativa,95,68,"happy, uplifted, focused, energetic, creative, paranoid, dry-mouth, orange, citrus, earthy, grapefruit, sweet, depression, lack-of-appetite, fatigue, stress, pain, anxiety, ptsd, addadhd, migraines, bipolar-disorder.",https://www.leafly.com/Sativa/tangilope,4.56,"Tangilope is a chocolatey, citrus blend of Tangie and Chocolope, two of DNA Genetics’ best sativas. It is best known for its intense terpene profile and exotic smell. The cerebral effects evoke happiness, giggles, and can stimulate creativity.","Tangie, Chocolope.","Orange, Citrus, Earthy."
Tango Kush,Hybrid,4,3,"energetic, focused, creative, dry-mouth, euphoric, anxious, paranoid, dizzy, mango, tropical, citrus, sweet, depression, fatigue, headaches, pain, stress.",https://www.leafly.com/Hybrid/tango-kush,4.25,"Tango Kush by Potbox is a Mango Kush cross offering sweet funkiness in droves. With random forest aromas mixed in with the tart fruit, the smell of this strain is complex and pleasant. In traditional Kush fashion, Tango Kush offers a mid-level cerebral introspection alongside easy body effects. This strain remains functional in small to medium doses, but leans back into deep relaxation with heavy use.",.,"Mango, Tropical, Citrus."
Tembo Kush,Hybrid,9,8,"happy, energetic, uplifted, sleepy, focused, woody, sweet, berry, earthy, fatigue, bipolar-disorder.",https://www.leafly.com/Hybrid/tembo-kush,4.445,"Tembo Kush is the second of a Signature Series by BUDS Pasco, an indoor hydroponic farm in Washington. It is a sativa-dominant hybrid strain that combines genetics from Elephant, Durban Poison, and OG Kush. Derived from the Swahili word for “elephant,” Tembo Kush is influenced by its Elephant parent’s mammoth-sized buds, yields, and THC content. Durban Poison is an African sativa known for its sweet aroma, high-flying cerebral euphoria, and functional effects that keep you feeling productive, focused, and creative. OG Kush, famous among West Coast breeders for its stress-crushing euphoria, lends Tembo Kush dreamy, happy effects that keep bad moods at bay. Tembo Kush may be potent (with a THC content that can pass 22.5%), but it allows a degree of mental clarity that can be enjoyed any time of the day.","Durban Poison, OG Kush.","Woody, Sweet, Berry."
Terminator OG,Indica,9,5,"happy, relaxed, dry-mouth, sleepy, euphoric, sweet, rose, pine, earthy, pungent, insomnia, stress, pain, cramps, lack-of-appetite, anxiety, epilepsy, addadhd, bipolar-disorder, fibromyalgia.",https://www.leafly.com/Indica/terminator-og,4.555,"Terminator Kush (also known as Terminator OG) is a heavy indica-dominant strain with effects similar to that of Death Star and Brutus. This strain offers medium to heavy physical effects that creep onto the body while simultaneously wrapping the consumer’s mind in heady energy. While this mental stimulation initially holds Terminator Kush upright, the cerebral buzz is second to the physical relaxation that sets in over time.",OG Kush.,"Sweet, Rose, Pine."
Tesla,Hybrid,7,5,"relaxed, uplifted, happy, dry-mouth, euphoric, pepper, strawberry, sweet, depression, stress, inflammation, addadhd, anxiety, bipolar-disorder.",https://www.leafly.com/Hybrid/tesla,4.715,"From Pacific Northwest breeder Alphakronic Genes, Tesla is a combination of two popular West Coast hybrids, Harle-Tsu and Gobstopper. Part of AKG’s new high-CBD line of genetics, Tesla carries one of the fruitiest terpene profile found in a high-CBD strain to date, with smells and flavors of raspberry, grape, blueberry and jasmine. Most phenotypes produce only 1-3% THC, which makes this a very good choice for treating certain symptoms and medical conditions in patients who don’t tolerate the psychoactive effects of cannabis very well.",.,"Pepper, Strawberry, Sweet."
Thai,Sativa,114,84,"relaxed, focused, happy, energetic, creative, anxious, dry-mouth, dry-eyes, dizzy, headache, earthy, flowery, sweet, woody, skunk, fatigue, depression, stress, muscle-spasms, lack-of-appetite, anxiety, asthma, migraines, hypertension, ptsd.",https://www.leafly.com/Sativa/thai,4.165,"Thai refers to a cannabis variety that grows natively in Thailand and was brought to the U.S. in the 70s and 80s. This pure sativa landrace is sometimes called “Thai Sticks” because of the way its buds are traditionally dried and tied into long sticks. This original Thai variety has given rise to many strains we commonly see on the market today, including Voodoo, Juicy Fruit, and the classic Haze. Thai induces powerful but comfortable effects and has a distinct fruity, citrus aroma. This strain is a challenge for growers outside tropical climates, but greenhouse gardens make this grow possible for experts patient enough for Thai’s long growth cycle and slow flowering.",.,"Earthy, Flowery, Sweet."
Thai-Tanic,Sativa,17,11,"dry-mouth, energetic, dry-eyes, uplifted, focused, dry-mouth, dry-eyes, anxious, dizzy, paranoid, earthy, sweet, woody, flowery, grape, stress, pain, insomnia, fatigue, nausea, anxiety, migraines.",https://www.leafly.com/Sativa/thai-tanic,4.06,"Thai-Tanic is a very compact sativa variety with that classic chocolate Thai smell and taste. The Skunk father dominates only in fast maturation, high yields, and general vigor. This strain from Dutch seed bank Flying Dutchmen is a heavy resin producer with an extremely potent and trippy cerebral high.","Thai, Skunk No. 1.","Earthy, Sweet, Woody."
Thai Girl,Hybrid,23,16,"uplifted, creative, energetic, euphoric, happy, dry-eyes, dry-mouth, sweet, tropical, citrus, spicyherbal, earthy, stress, depression, fatigue, nausea, pain, anxiety, ptsd, addadhd, arthritis, bipolar-disorder.",https://www.leafly.com/Hybrid/thai-girl,4.175,"Thai Girl is supposedly the result of seeds found by Gold King in Thai Stick crossed against Tres Dawg. This sativa-dominant hybrid was cultivated in the late 70’s and spread the euphoric stimulation native to Southeast Asian herb across the cannabis world. Enjoy this tropical bud in the sunshine, as it encourages physical activity without overstimulation.","Tres Dawg, Thai.","Sweet, Tropical, Citrus."
Thai Haze,Sativa,25,16,"aroused, creative, euphoric, relaxed, energetic, anxious, headache, pine, pepper, sweet, spicyherbal, grapefruit, depression, stress, pain, lack-of-appetite, muscle-spasms, anxiety, addadhd, ptsd, arthritis, multiple-sclerosis.",https://www.leafly.com/Sativa/thai-haze,4.28,"Thai Haze is, you guessed it, a cross between Thai and Haze strains that creates a creative, euphoric head-based high. Like many sativas, this strain takes longer to flower and may require some experience to grow since it can be fickle. Space can also be a concern as plants grow large and tall (up to six feet). Its yellow-green flowers should be sticky and will give off a spicy and skunky scent that Haze lovers will recognize. The taste also includes an earthy sweetness that is telling of its Thai genetics. Effects can be slow to come on, but be careful: once they do, the almost psychedelic effects of “haze brain” are definitely possible side effects.","Thai, Haze.","Pine, Pepper, Sweet."
Thai Lights,Hybrid,33,23,"uplifted, happy, relaxed, energetic, euphoric, dry-mouth, sage, pine, flowery, lavender, skunk, headaches, fatigue, depression, insomnia, lack-of-appetite, ptsd, anxiety, migraines, bipolar-disorder, cancer.",https://www.leafly.com/Hybrid/thai-lights,4.65,"Thai Lights is a sativa-dominant blend that crosses the uplifting effects of Thai sativas with the stable and robust Northern Lights. Originally bred by Dr. Atomic, Thai lights is a dynamic hybrid that boasts sweet earthy flavors and a cerebral buzz that accommodates social outings with an energetic rush of happiness. Medical patients applaud Thai Lights’ ability to combat depression and minimize the debilitating effects of migraine headaches.","Northern Lights, Thai.","Sage, Pine, Flowery."
Thaidal Wave,Hybrid,4,4,"euphoric, uplifted, creative, energetic, focused, dizzy, stress, depression, nausea, pain, anxiety, migraines.",https://www.leafly.com/Hybrid/thaidal-wave,4.125,"Thaidal Wave is a perfectly named hybrid that hits you with a wave of get-up-and-go energy that is perfect for daytime, taking on creative projects or social activities with friends. This hybrid has strong Thai genetics, which explains its invigorating sativa effects with a lack of laziness and sedation. Thaidal Wave is a strain to calm the mind, but it may not provide enough body effects for those looking to treat severe pain or other medical issues.",.,.
THC Bomb,Hybrid,183,121,"relaxed, happy, euphoric, sleepy, uplifted, dry-mouth, dry-eyes, dizzy, paranoid, headache, earthy, citrus, pine, lemon, diesel, stress, pain, depression, insomnia, headaches, anxiety, ptsd, addadhd, migraines, tourettes-syndrome.",https://www.leafly.com/Hybrid/thc-bomb,4.19,"THC Bomb is the signature hybrid strain from Bomb Seeds, and as its name indicates, it was developed to have very high THC levels—upwards of 20%! This bomb won’t completely knock you off your feet, though, thanks to its well-rounded hybrid mix. THC Bomb can be grown indoors and out. Plants are shorter but hardy and should mature in 7 to 9 weeks to produce large yields. Flowers will be large and have an even covering of bright orange hairs.",.,"Earthy, Citrus, Pine."
The Black,Indica,57,43,"relaxed, sleepy, euphoric, happy, hungry, dry-mouth, dry-eyes, anxious, earthy, sweet, woody, pepper, tea, stress, pain, insomnia, inflammation, depression, anxiety, spinal-cord-injury, fibromyalgia, ptsd, arthritis.",https://www.leafly.com/Indica/the-black,4.56,"The Black is a strong 90% indica bred by BC Bud Depot. This strain dates back to the late 1980's, originating in California and on Vancouver Island in Canada. As characteristic of many indicas, this strain is optimally used for pain relief and as a sleeping aid. The Black was named after its unique growering characteristics: frosty leaves turn from a dark purple to black during flowering, reaching maturity between 8 to 10 weeks.",.,"Earthy, Sweet, Woody."
The Blintz,Hybrid,3,3,"uplifted, creative, energetic, focused, happy, earthy, lavender, pungent, cramps, fatigue, lack-of-appetite, nausea, pain.",https://www.leafly.com/Hybrid/the-blintz,5,"Bred by Terraform Genetics, The Bintz is a dense hybrid strain that crosses Cheese Quake with Josh D.O.G. Its aroma is a mix of cheese and berries, finishing with the classic piney OG flavor. The Blintz, making this an ideal strain for daytime activity.",Cheese Quake.,"Earthy, Lavender, Pungent."
The Blood,Sativa,12,7,"focused, uplifted, aroused, creative, energetic, earthy, tropical, flowery, pungent, sweet, depression, fatigue, lack-of-appetite, stress, headaches, addadhd, anorexia, anxiety, bipolar-disorder, cancer.",https://www.leafly.com/Sativa/the-blood,4.585,"The Blood is a Hawaiian landrace phenotype that appears so rarely that it has gained a mythological status among growers. The Blood was given its name for the red veins found in its stems and leaves, and the deep red sap that flows from them. The Pua Mana 1st Hawaiian Pakalolo Seed Bank’s Kona Gold “Blood” phenotype and other “Blood” phenotypes are believed to be a sign from Ke Akua (God), blessing the grower and signaling an abundant harves",Kona Gold.,"Earthy, Tropical, Flowery."
The Brotherhood,Hybrid,4,2,"happy, energetic, relaxed, creative, dry-mouth, dry-eyes, dry-mouth, earthy, sweet, vanilla, woody, fatigue, pain, stress.",https://www.leafly.com/Hybrid/the-brotherhood,4.75,"The Brotherhood by Animas Seed Co. is a stimulating cross of Slick Willie and Icarus. This strain has a quick onset and robust longevity, making it ideal for anyone seeking some get-up-and-go. Hitting firmly between the eyes and rippling outward throughout the body, The Brotherhood offers a stimulating alertness ideal for exercise, sports, or outdoor activity. Do not indulge in this particular strain near or before bed as the stimulating effects can easily postpone rest.",.,"Earthy, Sweet, Vanilla."
The Cough,Sativa,25,18,"euphoric, energetic, uplifted, giggly, happy, pungent, pine, citrus, earthy, sweet, stress, pain, depression, fatigue, nausea, anxiety, hypertension, arthritis, migraines, spinal-cord-injury.",https://www.leafly.com/Sativa/the-cough,4.56,"The Cough is a sativa-dominant hybrid of the renowned Northern Lights #5 and Haze. This cross is named for its thick smoke that expands the lungs and often causes consumers to cough. The flavor and aroma is a mixture of earthy, hash notes and a hint of citrus. The Cough produces a happy mindset and a relaxed body making it a great strain to counter stress.","Northern Lights #5, Haze.","Pungent, Pine, Citrus."
The Doctor,Indica,23,20,"happy, relaxed, sleepy, euphoric, giggly, earthy, citrus, pungent, sweet, minty, stress, insomnia, pain, depression, inflammation, anxiety, migraines, arthritis, ptsd, spinal-cord-injury.",https://www.leafly.com/Indica/the-doctor,4.52,"Bred by Green House Seeds, The Doctor is an indica-dominant strain designed to treat a myriad of unpleasant symptoms such as pain, nausea, appetite loss, and insomnia. Its name also comes in tribute to the motorcycle racer Valentino Rossi, also called “The Doctor.” Heavy sedating effects act fast, leaving you feeling pacified and calm. Earthy flavors soured by skunky, fruity notes arrive on the inhale, making their exit with the taste of hashy spice. Great White Shark, Super Skunk, and an unnamed South Indian parent lend The Doctor its genetic blueprint.","Great White Shark, Super Skunk, South Indian Indica.","Earthy, Citrus, Pungent."
The Flav,Hybrid,46,31,"relaxed, happy, euphoric, uplifted, sleepy, dry-mouth, dry-eyes, dizzy, anxious, headache, flowery, berry, sweet, earthy, woody, stress, headaches, lack-of-appetite, nausea, depression, anxiety, ptsd, addadhd, arthritis, bipolar-disorder.",https://www.leafly.com/Hybrid/the-flav,4.36,"The Flav combines the oily, thick rich fruity taste of Romulan with the cherry goodness of Space Queen. It's a 40/60 sativa/indica hybrid that provides a heavy yield and was included in High Times' Top 10 of 2008.","Romulan, Space Queen.","Flowery, Berry, Sweet."
The Fork,Sativa,0,0,.,https://www.leafly.com/Sativa/the-fork,NA,"Colorado Seed Inc.’s “The Fork” is dubbed as such because the original breeders utilized a fork, a knife, and a spoon in lieu of tagging their three mysterious Hawaiian strains with specific names. Those marked with a knife and spoon turned out to be less than satisfactory, but “The Fork” expressed brilliant sativa-dominant qualities that could not be ignored. With effects similar to those of Durban Poison, The Fork dishes up exhilarating physical and mental energy that encourages activity.",.,.
The Grunk,Hybrid,40,34,"happy, euphoric, uplifted, relaxed, tingly, dry-mouth, headache, dry-eyes, anxious, paranoid, skunk, grape, pungent, sweet, earthy, lack-of-appetite, insomnia, pain, depression, headaches, anxiety, fibromyalgia, bipolar-disorder, glaucoma, phantom-limb-pain.",https://www.leafly.com/Hybrid/the-grunk,4.5,"The Grunk is a perfect representation of its parent strains Grape Ape and Skunk #1. The aroma is sweet and fruity, mixing with pungent skunky notes to create a flavorful burst of earthy, grape flavors upon exhale. The relaxing indica-dominant effects calm body pains and are balanced by a clear-headed cerebral buzz that lifts away anxieties.","Grape Ape, Skunk #1.","Skunk, Grape, Pungent."
The Hog,Indica,111,81,"relaxed, sleepy, dry-mouth, euphoric, happy, dry-mouth, dry-eyes, paranoid, anxious, dizzy, earthy, pungent, woody, pine, sweet, pain, insomnia, stress, inflammation, muscle-spasms, anxiety, addadhd, ptsd, asthma, arthritis.",https://www.leafly.com/Indica/hog,4.035,"Originally bred by T.H. Seeds in Amsterdam, The Hog is regarded as one of the strongest strains in the world and won a High Times Cannabis Cup for the best indica in 2002. This strain is recognized by its pungent aroma, indicative of its world-renowned, extremely heavy body buzz. In fact, it is so potent that many advise cautionary dosage control. The short plant is relatively easy to grow indoors or outdoors (with slightly taller growth outdoors) and has a flowering time between 8 to 10 weeks. The yield is high given the plant’s size, producing buds with high THC content ideal for pain relief and other medical uses.",North American Indica.,"Earthy, Pungent, Woody."
The One,Hybrid,25,17,"relaxed, happy, uplifted, sleepy, euphoric, dry-eyes, dry-mouth, earthy, sweet, pungent, spicyherbal, flowery, stress, pain, insomnia, depression, fatigue, anxiety, arthritis, hypertension, addadhd, asthma.",https://www.leafly.com/Hybrid/the-one,4.6,"The One, originally bred by Clackamas Coots or CC, is a perfectly balanced hybrid of two landrace strains. It is sometimes referred to by its genetic combination Thai x Pure Afghan, with its sativa heritage stemming from its Thai background and the Afghan influence bringing a thick resinous frosting of trichomes. This specific combination of two cornerstone landrace strains is known to only be available through a select circle of breeders and growers in Oregon.",.,"Earthy, Sweet, Pungent."
The Ooze,Indica,1,0,"creative, euphoric, focused, happy, relaxed, apple, spicyherbal, sweet.",https://www.leafly.com/Indica/the-ooze,3,"The Ooze is an 80/20 indica-dominant cross of Green Crack and White Fire Alien OG. With effects that sedate and relax, The Ooze takes its title seriously. Employ this heavyweight in the evening to stimulate appetite and encourage rest, or look to this strain for contending with strong social anxiety. Just don’t plan on doing too much too fast.","Green Crack, White Fire Alien OG.","Apple, Spicy/Herbal, Sweet."
The OX,Indica,16,12,"relaxed, euphoric, hungry, happy, sleepy, dry-eyes, dry-mouth, paranoid, berry, coffee, pungent, woody, sweet, pain, inflammation, insomnia, cramps, muscle-spasms, crohns-disease, anxiety, gastrointestinal-disorder, muscular-dystrophy, hypertension.",https://www.leafly.com/Indica/the-ox,4.81,"Rare Dankness created their own version of Bubba Kush by crossing it with their Stone Mountain, a Bubba Kush and Blue Moonshine hybrid. The OX has a delightful flavor of coffee and berries, and a high CBD content, making it a good choice for medical users. Many indica hybrids have been created using The OX, including Chem OX, Blue OX, and Harlox.","Bubba Kush, Blue Moonshine.","Berry, Coffee, Pungent."
The Sauce,Hybrid,32,30,"happy, uplifted, euphoric, giggly, relaxed, earthy, sweet, citrus, flowery, chemical, depression, stress, pain, lack-of-appetite, headaches, anxiety, addadhd, ptsd, migraines, arthritis.",https://www.leafly.com/Hybrid/the-sauce,4.78,"The Sauce is a 60/40 sativa-dominant hybrid bred by Exotic Genetix. Using a backcross of Green Ribbon to pollenate a Gorilla Glue #4 mother, the Northwest breeder created a potent blend that emits a mix of chocolate, lime and diesel flavors. The Sauce took the prize for Judge’s Choice at the 2015 DOPE Cup in Seattle.","Green Ribbon, Gorilla Glue #4.","Earthy, Sweet, Citrus."
